node_id,PHYSICALID,ST_LABEL,geom_0,geom_1,ST_WIDTH,SHAPE_Leng
8783,89417,MARGARET CORBIN DR,-73.9318405448333 40.86387265143567,-73.93150575158167 40.8638450780658,20.0,100.088821526
8784,1688,GRAND ST,-73.98333838637097 40.71493256016917,-73.98300055079706 40.714835678879545,31.0,100.085031692
8785,66238,W 55 ST,-73.99453226315117 40.76993286816395,-73.99477235993011 40.769997256050424,44.0,71.574575268
8786,3010,BROADWAY,-73.98095636759912 40.78170767390169,-73.98071016144124 40.78243045658736,40.0,272.01842506099996
8787,27967,E 119 ST,-73.9317431476653 40.79698742677091,-73.92977742492948 40.79615657917075,15.0,622.782971889
8788,118180,W 25 ST,-74.00205286773584 40.748471355668535,-74.00323561087285 40.7489742548705,34.0,375.45411389699996
8789,26879,E 124 ST,-73.93938744324073 40.80432274534263,-73.93791384298852 40.80369922128406,30.0,466.94895164800005
8790,26822,UNIVERSITY HEIGHTS BRIDGE APPR,-73.91544970599628 40.86300651049529,-73.91706346682884 40.8636906133952,22.0,511.24171082
8791,73545,BIALYSTOKER PL,-73.98228876924465 40.71697581395755,-73.9823745079156 40.71679768724589,24.0,69.1123930956
8792,4265,ASTOR PL,-73.99143527080868 40.72986279444432,-73.990757284933 40.72974083142065,20.0,193.09077701400003
8793,23267,E 52 ST,-73.96524094428382 40.75512992861379,-73.96310941041244 40.75421938574073,16.0,677.347389428
8794,738,VARICK ST,-74.00611672324743 40.723745730714754,-74.00623287425894 40.72312064525338,60.0,230.002368624
8795,2049,E 30 ST,-73.98639326620423 40.74592119432627,-73.98479315351639 40.7452439842367,30.0,507.403881054
8796,30762,MAIN ST,-73.9494748288453 40.762405863203874,-73.94907328553175 40.76299138381613,14.0,242.56406011200002
8797,2160,2 AV,-73.95362762551633 40.77529067312235,-73.9540926565992 40.774656257285,60.0,264.602454998
8798,4070,W 78 ST,-73.97882284631271 40.7824649383193,-73.97599366987421 40.781273033256845,30.0,895.8052258619999
8799,16575,MADISON ST,-73.98505770255532 40.71307771777592,-73.98388229557942 40.713198803663055,25.0,328.82627482099997
8800,26819,W 207 ST,-73.91936189717838 40.864809345227854,-73.9199959160403 40.86579683112326,24.0,400.24289507
8801,135964,6 DR,-73.92307610005068 40.784991350528934,-73.92304231779254 40.7850483733535,10.0,22.7845530638
8802,160765,PITT ST,-73.98321379645992 40.71692432646202,-73.98316925550544 40.71703314692315,30.0,41.524786261799996
8803,89802,ELLWOOD ST,-73.92797711031851 40.8595454488283,-73.92762557499334 40.859011714938894,32.0,217.41773216599998
8804,16697,CHRYSTIE ST,-73.99293755472026 40.71989678242507,-73.99285878456973 40.72004383075092,33.0,57.8574029691
8805,3528,MADISON AV,-73.95183463915689 40.79041877101218,-73.95137120886163 40.79104909819894,52.0,263.071277475
8806,3704,3 AV,-73.94372375956107 40.7928737509479,-73.94327251190568 40.79348810293556,70.0,256.342708275
8807,23399,E 50 ST,-73.97559123921307 40.757859658660955,-73.97407666128002 40.757221004414696,30.0,479.79801959
8808,1539,FRANKLIN D ROOSEVELT DRIVE,-73.97162129780386 40.74387227568721,-73.97143720844245 40.74415376073311,10.0,114.540019787
8809,69882,PALADINO AV,-73.93160237998757 40.800548243010475,-73.9319685936493 40.80071074776745,18.0,117.41148008399999
8810,2555,PARK AV S,-73.98866851021498 40.737175320239515,-73.9890793277419 40.73659131761263,34.0,241.314872663
8811,19370,LENOX AV,-73.9399732803816 40.81542979360113,-73.94043493551057 40.81480226037185,30.0,261.92082838700003
8812,72684,FRANKLIN D ROOSEVELT DRIVE,-73.97689983466297 40.7145456786706,-73.97758682626483 40.713253501074504,30.0,507.84305791199995
8813,23391,W 93 ST,-73.9660950057247 40.78973438926407,-73.96891507514707 40.79093630936249,30.0,895.2926283239999
8814,73533,W 137 ST,-73.94698043460315 40.81837993304404,-73.94734953979766 40.81853499721841,30.0,116.744202699
8815,118593,E 138 ST,-73.93524183591175 40.81424229705437,-73.93483229160476 40.814055471812985,52.0,132.229377893
8816,16667,DIVISION ST,-73.9912255112788 40.71448664305146,-73.99213486515167 40.7144198013633,24.0,253.26524233700002
8817,1060,BROOME ST,-73.99683631207336 40.72050439433524,-73.99734967021828 40.7207043114849,34.0,159.857670382
8818,137183,BRONX SHORE RD,-73.92557660874058 40.80009064965489,-73.92554106210183 40.800025961419024,20.0,25.5404907632
8819,1949,5 AV,-73.9776548272757 40.75791142377997,-73.97811607150817 40.75728442760885,54.0,261.746615276
8820,174910,DIVISION RD,-74.01843890334837 40.68822213435583,-74.01896509829042 40.688690751221166,10.0,224.598068385
8821,692,JANE ST,-74.00417529783721 40.73813434703315,-74.00559157296556 40.73813896950704,24.0,392.484908866
8822,3526,MADISON AV,-73.95321006399442 40.78853293266797,-73.95274231938393 40.789168612365785,52.0,265.358125599
8823,1343,7 AV,-73.99426258628625 40.74600398135789,-73.99470867286587 40.74538244597779,58.0,257.984496432
8824,182377,WORTH ST,-73.9985806269664 40.713469761217304,-73.99822550819682 40.71324346055198,27.0,128.412209055
8825,4061,E 39 ST,-73.97273792028626 40.747557990273954,-73.97360737987374 40.74792545486877,35.0,275.61229190299997
8826,92368,W 127 ST,-73.95150537330764 40.81200768463706,-73.95222831905515 40.81231588432414,30.0,229.471867212
8827,1898,CROSBY ST,-73.99588633198803 40.72514837200846,-73.9957977037534 40.725265173605266,0.0,49.1936335304
8828,67891,E 20 ST,-73.97987932017492 40.73499433302963,-73.979716264316 40.73493636556488,27.0,49.8809677431
8829,278,WEST ST,-74.01442532262277 40.710969979503105,-74.01372415114948 40.713678309156556,26.0,1005.92824063
8830,16544,MN BR APPR,-73.9940008621257 40.71306223183097,-73.99360640178479 40.712371401768515,22.0,274.420559053
8831,1507,FRANKLIN D ROOSEVELT DRIVE,-74.00225960869982 40.70652993361391,-74.0000833669816 40.70767833300699,20.0,734.239243184
8832,68002,LINCOLN TUN APPR,-73.99947558969968 40.75223920903603,-73.99970134819061 40.75183649463074,32.0,159.498481949
8833,21831,E 61 ST,-73.9656695995005 40.76280455560932,-73.96727126686 40.76348023765427,35.0,507.408090893
8834,79767,THOMPSON ST,-74.00068690121441 40.72721720958083,-74.00159653597353 40.72611887674332,24.0,472.960472905
8835,67008,W 113 ST,-73.95102357963886 40.80005853916548,-73.95116021449708 40.800116766125136,40.0,43.3870009678
8836,164185,PARK AVE,-73.98196913116568 40.74639096056538,-73.9823522177484 40.74582847965223,40.0,230.78963354400003
8837,72680,HARLEM RIVER DR,-73.93433939003332 40.81692870684494,-73.93444474290848 40.815673284493,34.0,458.324115354
8838,2282,COLUMBUS AV,-73.97879904844217 40.777412933471936,-73.97928670527362 40.77672475914091,60.0,284.78885991
8839,667,CANAL ST,-74.00053195521231 40.71843023851145,-74.0012727340626 40.718961425440774,30.0,282.170177148
8840,16675,DIVISION ST,-73.99434786695267 40.714247915472,-73.9945003347106 40.71423116446773,30.0,42.7056764848
8841,16718,RIVINGTON ST,-73.98423173936615 40.718827437045725,-73.985073423207 40.719083293858475,24.0,251.248623265
8842,174190,W 51 ST,-73.98166031258444 40.76123484783402,-73.98280727801144 40.76171851614557,30.0,363.3314759
8843,130302,HENRY HUDSON PKWY,-73.93039276532576 40.870579062649384,-73.93127671581996 40.86884359407146,34.0,677.9175766459999
8844,161546,FRANKLIN D ROOSEVELT DRIVE,-73.9424778995241 40.775877651438805,-73.94323297495653 40.778867968064176,30.0,1117.95467929
8845,182303,PARK ROW,-74.0027193656629 40.71262300082209,-74.00365474029189 40.712026454765024,0.0,338.471686247
8846,30824,NORTH END AV,-74.01502363574286 40.71649245130187,-74.01521882900306 40.71601472324537,30.0,198.415310638
8847,96743,ED KOCH QUEENSBORO BRIDGE EXIT,-73.96243962671274 40.76144329979531,-73.96199285416851 40.76207266894255,32.0,260.569791706
8848,3033,BROADWAY,-73.9347755340175 40.8520585865766,-73.93442935505762 40.85272904070172,30.0,262.374901309
8849,82734,W 138 ST,-73.93613554397146 40.81478812663968,-73.93670064302347 40.814871220658524,20.0,159.32397245299998
8850,4213,BROADWAY,-73.98640436709023 40.755808029287174,-73.9866391256856 40.755034522656324,60.0,289.221544713
8851,1206,MERCER ST,-73.99755509300886 40.72586284743632,-73.99765666941225 40.725734824159204,44.0,54.4995993299
8852,223,11 AVE,-74.00837173923539 40.74396898132179,-74.0082589089775 40.744673842887345,35.0,258.699756664
8853,27946,W 134 ST,-73.94835601585416 40.816374305116625,-73.94703451182188 40.81582990406431,30.0,416.104201294
8854,19574,W 119 ST,-73.9511826451883 40.80518348426123,-73.9528073035187 40.80587021470965,30.0,514.6808155880001
8855,1542,FRANKLIN D ROOSEVELT DRIVE,-73.95938865123951 40.75770679083626,-73.9589344857983 40.75833515494609,30.0,261.231104414
8856,69468,W 40 ST,-73.99738049984367 40.75872311533766,-73.99640941554202 40.75833915867443,32.0,303.222661314
8857,153,CHURCH ST,-74.00667419287026 40.71653207704187,-74.00624902059795 40.717075711705675,60.0,230.478597197
8858,2886,BROADWAY,-73.9542336930507 40.82142718656175,-73.95468332284608 40.82081046081259,40.0,256.857743852
8859,129051,W 17 ST,-74.00697588661005 40.74413089043865,-74.0082589089775 40.744673842887345,30.0,406.84838372300004
8860,89934,W 143 ST,-73.94716484091252 40.823359492131544,-73.94855300558291 40.82393999386351,30.0,438.56482805900004
8861,131660,FRANKLIN D ROOSEVELT DRIVE,-73.9999538442014 40.707747019630986,-73.99942405879891 40.70802796394462,14.0,179.028367468
8862,1880,W 47 ST,-73.98747524699557 40.76040478688598,-73.9903151769277 40.76160631570623,32.0,900.325821818
8863,3527,MADISON AV,-73.95274231938393 40.789168612365785,-73.95183463915689 40.79041877101218,52.0,520.222699605
8864,4014,E 11 ST,-73.98637451602673 40.730379658027694,-73.98861289715957 40.731322580100226,34.0,709.140036955
8865,19523,WEST RD,-73.94343365831453 40.77059136181894,-73.94334214286818 40.770392841862865,20.0,79.3957087002
8866,24816,FRANKLIN D ROOSEVELT DRIVE,-73.93988880644072 40.785825097961414,-73.94103020566318 40.78504152218595,14.0,426.405753703
8867,159631,BLEECKER ST,-73.99304198131486 40.725451616527856,-73.99227762123562 40.725249268276286,30.0,224.32190697299998
8868,167423,CATHERINE SLIP,-73.99649265612472 40.71019983205883,-73.9963855973303 40.709750707054006,30.0,166.32096317
8869,3709,3 AV,-73.94051828039122 40.79726070107505,-73.94002175071694 40.79794639927539,70.0,285.152087085
8870,66229,W 55 ST,-73.98950498236549 40.767815382119394,-73.99234969573426 40.769004972927,32.0,899.303457598
8871,2046,E 30 ST,-73.98311262837905 40.74453437602684,-73.98155997085217 40.74388188334704,30.0,491.54476512400004
8872,72795,GW BR APPR,-73.94238440747199 40.84959644336107,-73.94235315008069 40.849690042552965,22.0,35.1824065295
8873,2359,PARK AV,-73.96762343391 40.76608258690087,-73.96807742627672 40.76545750270617,42.0,260.154473264
8874,181271,E 17 ST,-73.9843597568627 40.73460335567718,-73.98579439918575 40.73519968232783,30.0,453.09785726900003
8875,133337,GW BR EN,-73.94142399248324 40.84975002601654,-73.94195526250279 40.84970417919322,25.0,148.745549511
8876,148453,EDGECOMBE AV,-73.94023196466648 40.83028326976325,-73.93979367965298 40.82992270407868,30.0,178.844416477
8877,2381,PARK AV,-73.97570022991384 40.75463199172425,-73.97523790513299 40.755254817724925,44.0,260.57115309200003
8878,81631,E 69 ST,-73.9651277280123 40.76912316540135,-73.96533896313194 40.76921226198593,38.0,66.914928519
8879,26789,W 184 ST,-73.93366678393716 40.85161439921737,-73.9347755340175 40.8520585865766,15.0,346.80930588800004
8880,2633,1 AV,-73.96660944973803 40.75316788878345,-73.96661581765149 40.753243424936805,30.0,27.5767620391
8881,1354,7 AV,-73.9892434198348 40.75289546452521,-73.98969328105551 40.75228026241251,60.0,256.462202908
8882,103113,W 67 ST,-73.98852987635104 40.777347211961036,-73.988842639925 40.77745277229612,15.0,94.77654711139999
8883,3420,LEXINGTON AV,-73.9453241475626 40.79355245373605,-73.94578426425574 40.79292144725297,38.0,262.839122016
8884,19206,ADAM CLAYTON POWELL JR BOULEVARD,-73.94547225500001 40.81272369452275,-73.94500097134338 40.81334498496274,44.0,261.260299164
8885,72600,FDR DR NB EN BK BR,-74.0026689827997 40.711548346925774,-74.0012825859855 40.709994052970295,22.0,695.1053078130001
8886,578,EXCHANGE PL,-74.00986580893488 40.705796426663284,-74.00906648911297 40.70554312488392,20.0,240.06413984900001
8887,478,GREENWICH ST,-74.00647053740346 40.73813872579509,-74.00646034464874 40.738754583488195,32.0,224.39420838799998
8888,1030,AV OF THE AMERICAS,-73.97905731164822 40.761770719223925,-73.9786016944704 40.762396071849686,60.0,260.461165099
8889,4253,HENRY ST,-73.98399770231599 40.71390270400535,-73.98092383638239 40.71426465509041,16.0,862.287131984
8890,19673,ST NICHOLAS AV,-73.94766641318736 40.81785550948933,-73.94734953979766 40.81853499721841,30.0,262.639335457
8891,103198,MILL LA,-74.01006968341342 40.70454591413195,-74.01032697777617 40.70476279743807,12.0,106.45554676
8892,21780,W 118 ST,-73.9516495017256 40.80455940160202,-73.95149192298162 40.80449299526969,44.0,49.884926911499996
8893,1647,FRANKLIN D ROOSEVELT DRIVE,-73.9687950398541 40.74751468415958,-73.9693981040809 40.74674389533166,20.0,326.778203102
8894,24813,FRANKLIN D ROOSEVELT DRIVE,-73.94447433668958 40.781470599013005,-73.94424592142019 40.78050705804438,18.0,356.704565355
8895,30851,W 24 ST,-74.00368954986197 40.74835723107525,-74.00084826821544 40.74714677385647,34.0,902.374818102
8896,126741,WASHINGTON BRG,-73.93088430095666 40.84811893848371,-73.9306498278174 40.84796642654421,32.0,88.8023382281
8897,81229,HESTER ST,-73.99369955048489 40.71674761724176,-73.99282208672385 40.71647842121576,24.0,262.271319069
8898,921,PARK ROW,-74.004192966167 40.71167093209825,-74.00407604747511 40.711739277088896,25.0,40.8737108406
8899,135530,HELL GATE CI,-73.92918704817787 40.7862898387195,-73.92925623361398 40.78615409813765,17.0,53.0363756657
8900,135929,K RD,-73.9226247503624 40.792046360828394,-73.92093582334796 40.79124074742235,11.0,558.074162883
8901,1604,FRANKLIN D ROOSEVELT DRIVE,-73.974703285634 40.737078735253164,-73.97505374554608 40.73597693827583,32.0,417.06456401099996
8902,16706,MARKET ST,-73.99436069376189 40.71230834232324,-73.99445971200933 40.713021425828174,30.0,261.244168955
8903,72514,W HOUSTON ST,-73.99765666941225 40.725734824159204,-73.99684295933554 40.725347837869776,44.0,265.982465832
8904,16725,W 28 ST,-73.99903979935095 40.74963751748127,-73.99619655466972 40.74843932774461,48.0,957.7241960819999
8905,79858,W 14 ST,-74.00869902296354 40.74236172346076,-74.00820401878433 40.7421475182883,50.0,157.815158619
8906,175748,ANDES RD,-74.01495356984502 40.69126011663177,-74.01542922690493 40.69129870342592,9.0,132.65486385
8907,2063,W 75 ST,-73.97453231488427 40.77816778452312,-73.97736845864728 40.77936425245686,30.0,898.330810489
8908,1273,10 AV,-73.99729876528028 40.7571070407359,-73.99685244944736 40.7577327089113,70.0,259.383128448
8909,72816,W 63 ST,-73.98204042141927 40.77134357833112,-73.9822743312549 40.771442966939105,34.0,74.2229763335
8910,3457,LEXINGTON AV,-73.98425771926372 40.7401685924077,-73.98474231068609 40.73951036016419,50.0,274.85329356
8911,139,BEAVER ST,-74.0115498104063 40.704950734969,-74.00998418601552 40.70514773317048,22.0,451.58313773099997
8912,3501,MADISON AV,-73.96493552208354 40.77246335305024,-73.96447332107867 40.77309921889206,52.0,264.68602895099997
8913,148784,W 179 ST,-73.93408605681763 40.847741835577985,-73.93469317350514 40.84799838437263,34.0,192.22412979599997
8914,80066,W 27 ST,-73.98886889541471 40.74453293319153,-73.99096832827644 40.74542089035331,32.0,665.643005731
8915,674,CANAL ST,-73.99549812757246 40.71601588422278,-73.99605872744378 40.71623163970834,15.0,174.155036401
8916,2789,WEST END AV,-73.98259000078777 40.782392907594264,-73.98212588574256 40.78302709584827,30.0,264.399565631
8917,3180,RIVERSIDE DR,-73.9520621968881 40.827079787424736,-73.95258049650202 40.82644525009585,28.0,272.069793385
8918,135569,SUNKEN MEADOW LP,-73.91854835286351 40.79674982190377,-73.91800916498823 40.79657566812665,11.0,164.632077953
8919,894,11 AV,-73.9950881318876 40.765252786443156,-73.99463085271866 40.765880867721926,34.0,261.550794851
8920,123516,HENRY HUDSON PKWY,-73.97681691028097 40.79562282208025,-73.9763358671262 40.79606346472076,50.0,208.600499171
8921,80067,W 27 ST,-73.99096832827644 40.74542089035331,-73.99381275054287 40.74661753631983,32.0,900.705602308
8922,26814,ACADEMY ST,-73.9215252479684 40.8609094207249,-73.92123475203852 40.86047629190678,28.0,177.08612374400002
8923,96796,SOUTH END AV,-74.01771378341707 40.70796871766024,-74.01739796591468 40.708457409947115,30.0,198.41062681
8924,66156,WILLIAMSBURG BR APPR,-73.98068296824937 40.71628414631506,-73.98152950058814 40.7165409367671,50.0,252.63128324
8925,135693,REILLY BLVD,-73.92232086720536 40.79254399463791,-73.9206423542472 40.792147194896685,12.5,486.739617889
8926,1375,7 AVE,-73.97954417361035 40.7661974149204,-73.98003575713244 40.76552103380129,60.0,281.548542866
8927,3905,AMSTERDAM AV,-73.93185010295767 40.84680263276957,-73.93139355381945 40.84742823140986,30.0,260.589149878
8928,115,WATER ST,-74.01231160768083 40.702686532796356,-74.01150567239777 40.70295884366263,30.0,244.996219899
8929,78366,SOUTH ST,-74.00785483124596 40.70310778919034,-74.00808721127275 40.70312241581044,20.0,68.63713226189999
8930,27931,ST NICHOLAS PL,-73.94154045874707 40.828447306557486,-73.94107859334916 40.82908316298381,28.0,264.587912962
8931,131655,FDR DRIVE EXIT 2 NB,-74.00001391745559 40.70798248630889,-74.00166466865358 40.70952276305005,16.0,733.843022412
8932,98,PEARL ST,-74.00405660228448 40.70743678065674,-74.00340211319343 40.70808367448464,30.0,297.443714053
8933,1005,AVE OF THE AMERICAS,-73.99006749242218 40.74665928260057,-73.9896170542473 40.7472762208459,64.0,257.097703954
8934,91652,W 68 ST,-73.9834961484602 40.77604586136008,-73.98227304110284 40.775533104353585,30.0,386.855443681
8935,2656,1 AV,-73.96615683421628 40.753877850620285,-73.96569619900231 40.75450506947145,70.0,261.738199876
8936,23286,W 84 ST,-73.97313390566826 40.7851701469934,-73.97030068228266 40.78397541344607,30.0,897.2573478789999
8937,66170,WILLIAMSBURG BR,-73.97631389442623 40.7149753447391,-73.97642830683425 40.715001331376584,22.0,33.257993002199996
8938,66153,WILLIAMSBURG BR APPR,-73.98316925550544 40.71703314692315,-73.98404890496404 40.717304345208184,50.0,263.104554968
8939,27925,W 146 ST,-73.94242953956311 40.82390915693546,-73.94142630450621 40.82350751694515,30.0,313.861539925
8940,3230,RIVERSIDE DR,-73.94296213788037 40.849602781408734,-73.9429415930213 40.84970621985208,15.0,38.112767869
8941,16767,W 61 ST,-73.98953785950759 40.77286366920655,-73.98669559369611 40.77166818341704,30.0,899.7076723939999
8942,79698,SOUTH ST,-74.00474876285121 40.70523122148619,-74.00443853628532 40.705429238365696,16.0,112.262724243
8943,2589,1 AV,-73.98573841954092 40.72697455983775,-73.9852938294925 40.72759283820298,70.0,256.760160336
8944,2238,2 AV,-73.9881190317451 40.72797674506401,-73.98853796303412 40.72740161835453,56.0,239.557661207
8945,118170,W 26 ST,-74.0009031832444 40.74881787461243,-73.99993697120308 40.74839931776906,34.0,308.10157744099996
8946,1970,5 AV,-73.96799327777036 40.77114723045009,-73.96844155933407 40.77051632637046,42.0,261.252718757
8947,72564,WILLIAMSBURG BR APPR,-73.98523243858075 40.71743059856471,-73.9841551837033 40.717103648290156,50.0,321.506337342
8948,1330,7 AV,-74.00064726151977 40.73722952808179,-74.0010950050881 40.73656323931118,58.0,272.624120462
8949,65960,ALEX HAMILTON BR,-73.93089026446256 40.845986044532054,-73.9306637041939 40.84593887581577,25.0,65.0050958394
8950,2706,1 AV,-73.94566981645401 40.78194717568691,-73.94521308609089 40.78257074606871,70.0,260.02521712099997
8951,72518,W HOUSTON ST,-74.00133774499292 40.7277224613331,-74.00209772133978 40.72809581909122,44.0,250.742240162
8952,2870,BROADWAY,-73.96303765006684 40.809362883588655,-73.96399727597952 40.80804636233868,40.0,548.306740645
8953,137603,DRIVEWAY,-73.92837000886482 40.78651208492355,-73.92766206280662 40.786193272221695,12.0,311.785831077
8954,4023,COLUMBIA ST,-73.98074453027833 40.7161842523023,-73.98079438852487 40.71608455264498,55.0,38.864336951
8955,4140,W 70 ST,-73.98544810579696 40.778475661464945,-73.98709426188238 40.77916464241983,26.0,520.444556763
8956,163908,PARK AVE,-73.9818091157979 40.74631593995794,-73.98176246566618 40.74638664237188,40.0,28.820487185799998
8957,4156,DELANCEY ST,-73.98751208052434 40.71807218583022,-73.98710700422124 40.71794157628223,0.0,121.956064379
8958,4358,WATER ST,-73.98361462167439 40.711325640880254,-73.98331769634508 40.711341835118105,26.0,82.5288741531
8959,103804,AV C LOOP,-73.97570855061718 40.731147780509545,-73.97404958677312 40.73099507262757,32.0,540.069841009
8960,79901,W 26 ST,-73.99993697120308 40.74839931776906,-73.99709902920391 40.747205102042244,48.0,898.68742586
8961,82675,W 150 ST,-73.94823793216675 40.8296393764629,-73.94803334202766 40.82955413348181,40.0,64.5778396746
8962,19630,ST NICHOLAS AV,-73.94010227609465 40.83694508452738,-73.93994981354732 40.836077487229055,60.0,318.900861442
8963,4082,W 85 ST,-73.9698322562294 40.7846109105864,-73.97267231137309 40.785804603247044,30.0,898.7220716260001
8964,79987,W 66 ST,-73.97872246792141 40.77241889828516,-73.9815726601133 40.77360207360507,32.0,899.463305323
8965,27937,W 146 ST,-73.9471168476167 40.82590453192481,-73.94573078959165 40.82532226732367,30.0,438.354735051
8966,97489,ENRIGHT RD,-74.02197060001866 40.685901620139134,-74.02271062489267 40.685405338099415,10.0,273.523748116
8967,24824,HARLEM RIVER DR,-73.93005591076316 40.80132928123782,-73.930027371937 40.80120846191071,20.0,44.7226670243
8968,1731,W 42 ST,-73.98979085401614 40.75723313141628,-73.99263301203591 40.75842968680785,30.0,900.018865798
8969,2834,BROADWAY,-73.98202018796805 40.7705197042465,-73.98204042141927 40.77134357833112,40.0,300.217106392
8970,179905,W 95 ST,-73.96517705565164 40.790990340596956,-73.96801603162325 40.79218452454425,30.0,898.481507916
8971,67708,CROSS BRONX EP NB ET 1B,-73.93025407692579 40.84579174968846,-73.93020584973324 40.845837258464044,25.0,21.2827823809
8972,121027,W 133 ST,-73.95318575550459 40.8176003986958,-73.95529480604942 40.8184802243588,25.0,665.997794602
8973,3263,RIVERSIDE DR,-73.96864669664734 40.804206320564695,-73.96804849327107 40.80468369963101,26.0,241.08515218
8974,73476,RIDGE ST,-73.98423345972607 40.71695629502971,-73.98453663015677 40.71639394020869,30.0,221.450149606
8975,67327,LINCOLN TUN BUS EXIT,-73.99629258334404 40.75758552224244,-73.99632967066383 40.757865346323754,15.0,111.735359296
8976,523,BROADWAY,-73.99475092982473 40.72781877594376,-73.99526963907842 40.727211360258714,46.0,263.900224543
8977,79883,WAVERLY PL,-73.9986122561338 40.73221543032861,-74.00006657703096 40.73292923564469,32.0,479.674921819
8978,2611,1 AV,-73.97165740612374 40.7463036935997,-73.97122806189931 40.74691917018759,70.0,253.841374725
8979,1725,W 42 ST,-74.0010358752528 40.76196835175671,-74.00127796332733 40.76207582467186,22.0,77.76745715310001
8980,3244,RIVERSIDE DR,-73.9673482512671 40.80696201666761,-73.96696206656608 40.807586176547815,30.0,251.28065459099997
8981,28175,FT WASHINGTON AV,-73.93903673892929 40.84905210947927,-73.93900626448479 40.8491218560242,30.0,26.7734560694
8982,908,11 AV,-74.00785251808706 40.74796463722215,-74.00774123240043 40.7480713709758,22.0,49.628315741
8983,131521,MADISON AV BR,-73.93406871739695 40.81420424138788,-73.9341845058928 40.814208855999986,30.0,32.0949959435
8984,119011,MAIN ST,-73.95050538596021 40.76115649154289,-73.9494748288453 40.762405863203874,14.0,552.18973714
8985,27907,E 128 ST,-73.94086063175601 40.80833426759925,-73.93924781016032 40.80765492175467,30.0,510.495389367
8986,115750,AV C,-73.97470297262464 40.733508324692906,-73.97450081234906 40.73267282959003,24.0,309.510308434
8987,79936,W 11 ST,-73.99827418986168 40.73539113958072,-74.0010950050881 40.73656323931118,30.0,890.768236027
8988,103176,HHP NB EN W 96 ST,-73.97501632874948 40.79601761210653,-73.97564786252292 40.79710582087965,16.0,478.53268062
8989,176433,ST NICHOLAS AV,-73.94166101516903 40.83015608569088,-73.94136799581425 40.830890838083015,30.0,279.715336697
8990,28177,FT WASHINGTON AV,-73.93897596369929 40.84918812737691,-73.93893513294837 40.849288985243874,30.0,38.443454000500004
8991,26818,W 207 ST,-73.9199959160403 40.86579683112326,-73.92061165639312 40.866759591128144,24.0,389.92930559800004
8992,72809,W 115 ST,-73.95258849682273 40.80236162890808,-73.95291803600324 40.802490526379444,30.0,102.611663604
8993,2788,WEST END AV,-73.98212588574256 40.78302709584827,-73.98166160755392 40.78366057066701,30.0,264.193855558
8994,16759,W 58 ST,-73.98806289614691 40.76979079978541,-73.98521720327284 40.76859463045787,32.0,900.6903543239999
8995,1264,W 4 ST,-74.00166271676179 40.732318886375595,-74.0011665212138 40.731774805345964,24.0,241.257175697
8996,2132,2 AV,-73.96623906580041 40.75800823965334,-73.96670187508813 40.75738080380005,70.0,262.098177244
8997,99633,GRACIE SQ,-73.94572829848752 40.77362107171743,-73.9445731858668 40.77311191409373,15.0,369.826738385
8998,2754,MANGIN ST,-73.97745931681331 40.71505057969082,-73.97742999471197 40.71510865686839,30.0,22.66693072
8999,66967,RFK BRIDGE MANHATTAN ENTRANCE RP,-73.93138744352301 40.801502293334124,-73.93112617736564 40.801392690529035,30.0,82.6242285468
9000,82674,W 150 ST,-73.94803334202766 40.82955413348181,-73.9452963315124 40.82839997666751,30.0,866.346145975
9001,128837,CONNECTOR,-74.01660609442128 40.70496299169423,-74.01647450954871 40.705070332506544,11.0,57.2286845974
9002,2044,E 30 ST,-73.97534263564368 40.74127467967218,-73.97317621022984 40.740359928735124,30.0,686.64358459
9003,4064,E 39 ST,-73.97914760759558 40.75025769593942,-73.98067345315197 40.7509051014575,35.0,484.11433289800004
9004,4341,AV A,-73.98484397576922 40.72425495772643,-73.98440308945068 40.72486293617169,25.0,252.97926179400002
9005,1873,PRINCE ST,-73.99490868071534 40.72303590924354,-73.99570478982554 40.72336602363051,26.0,251.31628254
9006,1797,W 39 ST,-73.98227490438855 40.75157729841358,-73.98548819085724 40.752935179151045,35.0,1018.50574855
9007,82716,E 123 ST,-73.93837150225394 40.80307146802339,-73.93984782901886 40.80369601431394,30.0,467.792977614
9008,67315,LINCOLN TUN BUS EXIT,-73.9951919498564 40.75760357268684,-73.9950523702871 40.75767704800013,11.0,47.0320695275
9009,24963,RFK BRIDGE EXIT RAMP,-73.93040399097586 40.80174368454138,-73.93101565948537 40.80200141592798,32.0,193.63619310599998
9010,79973,E 46 ST,-73.96802446378288 40.7513895300613,-73.96797381597467 40.75136572561165,34.0,16.4965733208
9011,3074,BROADWAY,-73.96778934215678 40.80279518500618,-73.96811086935587 40.8023470759209,40.0,185.952458606
9012,3245,RIVERSIDE DR,-73.96792692137421 40.80592687627389,-73.9673482512671 40.80696201666761,30.0,409.77381223699996
9013,26762,WADSWORTH AV,-73.93685699333925 40.847248803786144,-73.93640283983518 40.84787128962687,21.0,259.275516802
9014,2498,PARK AV,-73.97940022874013 40.74955966914054,-73.97894989914614 40.75017560569251,36.0,256.761524048
9015,81870,W 112 ST,-73.95723749340881 40.80185796091313,-73.95447080228976 40.80069118741136,30.0,876.0365649419999
9016,1100,8 AV,-74.00553386385978 40.73687749280651,-74.00482959331325 40.73754746980004,50.0,312.528020084
